referrer,views_total,views_unique
Google,56,23
aws.amazon.com,22,7
github.com,9,5
statics.teams.cdn.office.net,5,4
Bing,2,1
youtube.com,1,1
wellarchitectedlabs.com,1,1
dev.classmethod.jp,1,1
linkedin.com,1,1
