referrer,views_total,views_unique
github.com,21,6
Google,17,15
DuckDuckGo,11,2
aec-word-edit.officeapps.live.com,6,2
aws.amazon.com,2,2
cloudsec.cybr.com,2,1
statics.teams.cdn.office.net,2,1
marriottcloud.atlassian.net,1,1
