referrer,views_total,views_unique
Google,80,26
github.com,64,13
aws.amazon.com,54,9
youtube.com,24,5
wiki.gtri.gatech.edu,14,1
linkedin.com,9,6
tasks.office.com,3,2
escala24x7.atlassian.net,2,1
cloudseclist.com,2,1
dev.classmethod.jp,2,1
