time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-21 00:00:00+00:00,84,32,16,7
2026-04-22 00:00:00+00:00,60,26,34,12
2026-04-23 00:00:00+00:00,292,31,2,2
2026-04-24 00:00:00+00:00,75,29,25,8
2026-04-25 00:00:00+00:00,251,25,31,7
2026-04-26 00:00:00+00:00,25,14,14,7
2026-04-27 00:00:00+00:00,32,15,54,15
2026-04-28 00:00:00+00:00,36,13,35,10
2026-04-29 00:00:00+00:00,34,13,22,7
2026-04-30 00:00:00+00:00,32,10,38,11
2026-05-01 00:00:00+00:00,41,14,37,13
2026-05-02 00:00:00+00:00,45,13,9,5
2026-05-03 00:00:00+00:00,29,12,42,9
2026-05-04 00:00:00+00:00,37,13,42,10
