time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-28 00:00:00+00:00,4,4,67,38
2022-07-29 00:00:00+00:00,5,5,41,25
2022-07-30 00:00:00+00:00,4,4,12,11
2022-07-31 00:00:00+00:00,6,6,10,7
2022-08-01 00:00:00+00:00,7,7,40,25
2022-08-02 00:00:00+00:00,4,4,46,23
2022-08-03 00:00:00+00:00,5,5,68,25
2022-08-04 00:00:00+00:00,4,4,76,23
2022-08-05 00:00:00+00:00,6,5,101,34
2022-08-06 00:00:00+00:00,4,4,5,5
2022-08-07 00:00:00+00:00,8,7,12,8
2022-08-08 00:00:00+00:00,6,6,73,29
2022-08-09 00:00:00+00:00,5,5,55,15
2022-08-10 00:00:00+00:00,2,2,29,10
