referrer,views_total,views_unique
Google,189,38
github.com,21,11
youtube.com,10,3
wisdom.corp.amazon.com,4,2
aws.amazon.com,3,3
statics.teams.cdn.office.net,3,2
Bing,3,1
linkedin.com,2,1
jira.corp.zynga.com,1,1
