referrer,views_total,views_unique
Google,136,31
aws.amazon.com,42,10
github.com,18,6
statics.teams.cdn.office.net,9,2
dev.classmethod.jp,9,2
youtube.com,4,2
euc-excel.officeapps.live.com,3,1
aws.highspot.com,2,1
search.brave.com,2,1
pages.awscloud.com,1,1
