time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-04 00:00:00+00:00,1,1,4,3
2022-07-05 00:00:00+00:00,12,9,56,7
2022-07-06 00:00:00+00:00,4,4,7,3
2022-07-07 00:00:00+00:00,6,6,53,11
2022-07-08 00:00:00+00:00,8,6,61,15
2022-07-09 00:00:00+00:00,4,4,10,4
2022-07-10 00:00:00+00:00,4,4,11,8
2022-07-11 00:00:00+00:00,4,4,29,7
2022-07-12 00:00:00+00:00,3,3,35,17
2022-07-13 00:00:00+00:00,3,3,64,11
2022-07-14 00:00:00+00:00,5,5,22,8
2022-07-15 00:00:00+00:00,4,4,56,6
2022-07-16 00:00:00+00:00,5,5,3,3
2022-07-17 00:00:00+00:00,4,3,3,2
