referrer,views_total,views_unique
Google,214,37
aws.amazon.com,54,9
github.com,43,14
websploit.org,15,1
youtube.com,4,1
word-view.officeapps.live.com,2,1
euc-excel.officeapps.live.com,1,1
Bing,1,1
