referrer,views_total,views_unique
Google,86,33
github.com,16,12
Bing,5,2
youtube.com,5,1
aws.amazon.com,4,3
share.merck.com,3,1
azupay.atlassian.net,3,1
DuckDuckGo,3,1
cloudsec.cybr.com,1,1
getmidas.atlassian.net,1,1
