referrer,views_total,views_unique
Google,94,26
github.com,33,12
Bing,16,3
aws.amazon.com,5,5
statics.teams.cdn.office.net,4,2
jira.pnnl.gov,2,2
answers.amazon.com,2,1
escala24x7.atlassian.net,1,1
