time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-03 00:00:00+00:00,5,5,4,4
2022-12-04 00:00:00+00:00,4,4,8,2
2022-12-05 00:00:00+00:00,7,6,25,13
2022-12-06 00:00:00+00:00,6,5,31,15
2022-12-07 00:00:00+00:00,8,6,32,14
2022-12-08 00:00:00+00:00,3,3,29,15
2022-12-09 00:00:00+00:00,4,4,33,11
2022-12-10 00:00:00+00:00,5,5,13,4
2022-12-11 00:00:00+00:00,3,3,21,5
2022-12-12 00:00:00+00:00,3,3,17,8
2022-12-13 00:00:00+00:00,4,4,23,17
2022-12-14 00:00:00+00:00,4,4,48,15
2022-12-15 00:00:00+00:00,12,6,70,15
2022-12-16 00:00:00+00:00,2,2,18,9
