time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-31 00:00:00+00:00,5,5,20,13
2022-11-01 00:00:00+00:00,4,4,14,10
2022-11-02 00:00:00+00:00,9,8,26,9
2022-11-03 00:00:00+00:00,6,6,54,22
2022-11-04 00:00:00+00:00,4,4,104,17
2022-11-05 00:00:00+00:00,3,3,37,11
2022-11-06 00:00:00+00:00,4,4,5,4
2022-11-07 00:00:00+00:00,5,5,21,14
2022-11-08 00:00:00+00:00,6,6,14,8
2022-11-09 00:00:00+00:00,8,8,26,8
2022-11-10 00:00:00+00:00,7,6,30,13
2022-11-11 00:00:00+00:00,7,6,30,8
2022-11-12 00:00:00+00:00,3,3,1,1
2022-11-13 00:00:00+00:00,2,2,1,1
