referrer,views_total,views_unique
Google,173,40
youtube.com,27,6
statics.teams.cdn.office.net,12,5
quip-amazon.com,11,5
github.com,8,7
Bing,6,1
DuckDuckGo,3,2
t.co,2,2
pages.awscloud.com,1,1
linkedin.com,1,1
