time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-08 00:00:00+00:00,4,4,62,21
2024-05-09 00:00:00+00:00,4,4,88,28
2024-05-10 00:00:00+00:00,8,5,26,13
2024-05-11 00:00:00+00:00,6,6,76,6
2024-05-12 00:00:00+00:00,5,5,76,6
2024-05-13 00:00:00+00:00,10,7,110,20
2024-05-14 00:00:00+00:00,4,4,118,23
2024-05-15 00:00:00+00:00,9,6,47,16
2024-05-16 00:00:00+00:00,5,5,45,20
2024-05-17 00:00:00+00:00,10,7,60,17
2024-05-18 00:00:00+00:00,4,4,15,7
2024-05-19 00:00:00+00:00,14,8,48,9
2024-05-20 00:00:00+00:00,6,6,42,18
2024-05-21 00:00:00+00:00,5,4,13,9
