referrer,views_total,views_unique
Google,92,39
github.com,29,14
coinswitch.atlassian.net,7,2
pages.awscloud.com,4,2
infoq.com,1,1
Bing,1,1
linkedin.com,1,1
agco-dcx.visualstudio.com,1,1
