time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-22 00:00:00+00:00,6,6,18,8
2025-11-23 00:00:00+00:00,11,11,54,17
2025-11-24 00:00:00+00:00,7,7,60,21
2025-11-25 00:00:00+00:00,21,19,15,9
2025-11-26 00:00:00+00:00,8,7,8,6
2025-11-27 00:00:00+00:00,8,8,16,9
2025-11-28 00:00:00+00:00,9,8,57,16
2025-11-29 00:00:00+00:00,11,9,10,3
2025-11-30 00:00:00+00:00,5,5,30,12
2025-12-01 00:00:00+00:00,71,22,56,13
2025-12-02 00:00:00+00:00,38,14,7,7
2025-12-03 00:00:00+00:00,132,36,9,8
2025-12-04 00:00:00+00:00,15,11,11,7
2025-12-05 00:00:00+00:00,7,7,35,10
