time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-10 00:00:00+00:00,4,4,2,2
2022-09-11 00:00:00+00:00,4,4,10,3
2022-09-12 00:00:00+00:00,4,4,11,7
2022-09-13 00:00:00+00:00,3,3,12,8
2022-09-14 00:00:00+00:00,5,5,60,22
2022-09-15 00:00:00+00:00,5,5,18,14
2022-09-16 00:00:00+00:00,3,3,19,10
2022-09-17 00:00:00+00:00,3,3,8,3
2022-09-18 00:00:00+00:00,5,5,4,4
2022-09-19 00:00:00+00:00,3,3,36,14
2022-09-20 00:00:00+00:00,5,5,17,12
2022-09-21 00:00:00+00:00,5,5,9,6
2022-09-22 00:00:00+00:00,3,3,18,9
2022-09-23 00:00:00+00:00,6,5,15,6
