referrer,views_total,views_unique
Google,92,19
aws.amazon.com,59,9
github.com,36,11
youtube.com,8,2
escala24x7.atlassian.net,4,1
marriottcloud.atlassian.net,2,1
t.co,1,1
confluence.kdc.capitalone.com,1,1
gitlab.aws.dev,1,1
