time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-25 00:00:00+00:00,5,5,34,13
2025-04-26 00:00:00+00:00,9,4,20,9
2025-04-27 00:00:00+00:00,8,6,40,9
2025-04-28 00:00:00+00:00,7,7,34,19
2025-04-29 00:00:00+00:00,4,4,34,19
2025-04-30 00:00:00+00:00,5,5,23,13
2025-05-01 00:00:00+00:00,11,7,15,10
2025-05-02 00:00:00+00:00,8,7,21,14
2025-05-03 00:00:00+00:00,9,6,16,10
2025-05-04 00:00:00+00:00,4,4,120,9
2025-05-05 00:00:00+00:00,4,4,51,10
2025-05-06 00:00:00+00:00,9,5,20,13
2025-05-07 00:00:00+00:00,4,4,170,19
2025-05-08 00:00:00+00:00,2,2,25,14
