referrer,views_total,views_unique
Google,37,23
github.com,14,11
StartPage,3,1
gateway.zscalertwo.net,2,1
tomoloyalty.atlassian.net,1,1
DuckDuckGo,1,1
confluence.dxc.com,1,1
