time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-26 00:00:00+00:00,3,2,24,5
2024-12-27 00:00:00+00:00,2,2,24,7
2024-12-28 00:00:00+00:00,3,2,35,7
2024-12-29 00:00:00+00:00,3,3,102,6
2024-12-30 00:00:00+00:00,4,3,33,10
2024-12-31 00:00:00+00:00,4,3,19,6
2025-01-01 00:00:00+00:00,4,3,16,6
2025-01-02 00:00:00+00:00,4,3,47,8
2025-01-03 00:00:00+00:00,2,2,16,6
2025-01-04 00:00:00+00:00,2,2,8,3
2025-01-05 00:00:00+00:00,3,3,97,9
2025-01-06 00:00:00+00:00,2,2,85,14
2025-01-07 00:00:00+00:00,10,4,38,14
2025-01-08 00:00:00+00:00,2,2,88,15
