time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-19 00:00:00+00:00,5,4,42,21
2023-04-20 00:00:00+00:00,7,5,97,33
2023-04-21 00:00:00+00:00,6,5,51,14
2023-04-22 00:00:00+00:00,5,4,8,6
2023-04-23 00:00:00+00:00,5,4,27,5
2023-04-24 00:00:00+00:00,6,5,44,16
2023-04-25 00:00:00+00:00,5,4,48,17
2023-04-26 00:00:00+00:00,5,4,47,27
2023-04-27 00:00:00+00:00,5,4,43,17
2023-04-28 00:00:00+00:00,5,4,18,16
2023-04-29 00:00:00+00:00,5,4,13,8
2023-04-30 00:00:00+00:00,6,5,14,4
2023-05-01 00:00:00+00:00,6,5,20,16
2023-05-02 00:00:00+00:00,2,2,31,16
