referrer,views_total,views_unique
Google,53,25
github.com,13,8
aws.amazon.com,4,3
perplexity.ai,3,1
DuckDuckGo,2,1
confluence.devops.wartsila.com,1,1
Bing,1,1
w.amazon.com,1,1
