time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-17 00:00:00+00:00,11,6,14,10
2025-10-18 00:00:00+00:00,18,8,13,6
2025-10-19 00:00:00+00:00,15,5,41,9
2025-10-20 00:00:00+00:00,4,4,145,15
2025-10-21 00:00:00+00:00,20,10,37,10
2025-10-22 00:00:00+00:00,11,6,153,16
2025-10-23 00:00:00+00:00,28,11,21,7
2025-10-24 00:00:00+00:00,6,6,24,13
2025-10-25 00:00:00+00:00,11,11,28,9
2025-10-26 00:00:00+00:00,12,12,56,5
2025-10-27 00:00:00+00:00,13,13,58,12
2025-10-28 00:00:00+00:00,10,5,32,14
2025-10-29 00:00:00+00:00,12,7,22,12
2025-10-30 00:00:00+00:00,10,5,80,9
