time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-03 00:00:00+00:00,13,4,26,19
2025-06-04 00:00:00+00:00,12,6,45,31
2025-06-05 00:00:00+00:00,20,9,27,19
2025-06-06 00:00:00+00:00,14,6,14,9
2025-06-07 00:00:00+00:00,19,10,8,3
2025-06-08 00:00:00+00:00,15,6,36,9
2025-06-09 00:00:00+00:00,17,7,31,17
2025-06-10 00:00:00+00:00,14,5,125,9
2025-06-11 00:00:00+00:00,15,9,32,22
2025-06-12 00:00:00+00:00,12,5,78,20
2025-06-13 00:00:00+00:00,18,11,98,14
2025-06-14 00:00:00+00:00,12,5,30,7
2025-06-15 00:00:00+00:00,17,10,23,10
2025-06-16 00:00:00+00:00,6,5,35,22
