time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-19 00:00:00+00:00,17,10,10,5
2025-08-20 00:00:00+00:00,12,6,20,11
2025-08-21 00:00:00+00:00,12,5,132,18
2025-08-22 00:00:00+00:00,10,4,24,7
2025-08-23 00:00:00+00:00,15,9,3,3
2025-08-24 00:00:00+00:00,10,4,73,12
2025-08-25 00:00:00+00:00,14,7,214,20
2025-08-26 00:00:00+00:00,12,6,31,11
2025-08-27 00:00:00+00:00,14,8,110,8
2025-08-28 00:00:00+00:00,9,3,6,2
2025-08-29 00:00:00+00:00,14,8,16,6
2025-08-30 00:00:00+00:00,17,9,56,9
2025-08-31 00:00:00+00:00,13,7,135,9
2025-09-01 00:00:00+00:00,7,7,252,18
