time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-30 00:00:00+00:00,5,4,50,16
2024-07-31 00:00:00+00:00,3,3,227,20
2024-08-01 00:00:00+00:00,4,3,78,17
2024-08-02 00:00:00+00:00,3,2,45,15
2024-08-03 00:00:00+00:00,5,3,24,6
2024-08-04 00:00:00+00:00,4,2,88,6
2024-08-05 00:00:00+00:00,5,4,114,15
2024-08-06 00:00:00+00:00,7,6,65,20
2024-08-07 00:00:00+00:00,3,3,85,17
2024-08-08 00:00:00+00:00,3,3,48,16
2024-08-09 00:00:00+00:00,3,3,49,16
2024-08-10 00:00:00+00:00,4,3,25,6
2024-08-11 00:00:00+00:00,3,3,200,6
2024-08-12 00:00:00+00:00,3,3,207,15
