referrer,views_total,views_unique
Google,116,32
github.com,44,16
Bing,10,1
aws.amazon.com,9,6
answers.amazon.com,7,2
statics.teams.cdn.office.net,6,5
youtube.com,6,3
quip-amazon.com,4,3
jira.pnnl.gov,2,2
confluence.corp.jefco.com,2,1
