referrer,views_total,views_unique
Google,57,32
github.com,20,8
aws.amazon.com,7,2
Bing,2,2
statics.teams.cdn.office.net,1,1
deepwatch.atlassian.net,1,1
teams.microsoft.com,1,1
usc-excel.officeapps.live.com,1,1
cloudsec.cybr.com,1,1
